,0
lag_covar,0.3319281404872891
lag_size,0.01851127039502899
lag_leverage,0.008385418150901387
lag_var,0.006854789794863337
lag_roa,0.005681048695550999
lag_ted_spread,0.0
lag_gdp_growth,0.0
lag_market_return,0.0
lag_vix,0.0
lag_t_bill_delta,0.0
